assessment_id	line 1	line 2	line 3	city	zip_postcode	state	country
4789	78945 Mayfield Center			Shawnee Mission	66225	Kansas	United States
4522	58348 Gateway Point			Cumming	30130	Georgia	United States
4520	0805 Brentwood Place			Tulsa	74170	Oklahoma	United States
4153	906 American Place			Arlington	22217	Virginia	United States
4932	4056 Rieder Place			Miami	33124	Florida	United States
4480	6637 Troy Parkway			Erie	16522	Pennsylvania	United States
4041	7 Dakota Plaza			Vancouver	98664	Washington	United States
4082	24171 Maryland Circle			Vancouver	98664	Washington	United States
4486	29 Scofield Crossing			Kansas City	66160	Kansas	United States
4226	860 Maryland Center			Winston Salem	27116	North Carolina	United States
4431	0 North Drive			Detroit	48206	Michigan	United States
4003	7 Morning Avenue			Peoria	61651	Illinois	United States
4913	0451 Carioca Plaza			Cincinnati	45223	Ohio	United States
4919	7322 Rigney Pass			Albuquerque	87115	New Mexico	United States
4803	792 Armistice Trail			Columbia	65218	Missouri	United States
4707	57 Old Shore Hill			Spokane	99215	Washington	United States
4143	14549 Sullivan Drive			Fort Worth	76129	Texas	United States
4229	726 Kings Plaza			Hollywood	33028	Florida	United States
4320	66 Village Green Center			Baltimore	21265	Maryland	United States
4539	0 Delladonna Place			Grand Rapids	49544	Michigan	United States
4986	38 Atwood Court			Waterbury	06726	Connecticut	United States
4112	83 Crownhardt Circle			Lubbock	79410	Texas	United States
4608	123 Darwin Pass			Memphis	38188	Tennessee	United States
4801	26354 Tomscot Plaza			Arlington	22225	Virginia	United States
4136	0 Arkansas Lane			Jamaica	11480	New York	United States
4199	2 Londonderry Crossing			San Diego	92127	California	United States
4319	59 Atwood Drive			Denver	80235	Colorado	United States
4330	33 Bunker Hill Plaza			Monticello	55585	Minnesota	United States
4023	3370 Sunfield Lane			Norcross	30092	Georgia	United States
4667	9 Dwight Lane			Savannah	31416	Georgia	United States
4323	52739 Holy Cross Terrace			San Francisco	94147	California	United States
4836	78 Saint Paul Road			Newport Beach	92662	California	United States
4024	9 Crest Line Street			Pensacola	32505	Florida	United States
4567	77284 Kensington Junction			Sacramento	94263	California	United States
4722	7551 Fairview Trail			Tallahassee	32309	Florida	United States
4927	62893 Hallows Avenue			El Paso	79928	Texas	United States
4612	910 Hanover Avenue			Irving	75037	Texas	United States
4984	58587 Mccormick Alley			Fargo	58122	North Dakota	United States
4366	47 Fisk Trail			San Bernardino	92415	California	United States
4190	345 Daystar Junction			Falls Church	22047	Virginia	United States
4344	1 Glendale Place			Orange	92668	California	United States
4483	20375 Old Shore Alley			Cheyenne	82007	Wyoming	United States
4902	5117 Arrowood Junction			Albany	12205	New York	United States
4132	5 Buell Court			Washington	20420	District of Columbia	United States
4375	84061 Kenwood Trail			Lexington	40586	Kentucky	United States
4928	911 Mesta Street			Fresno	93773	California	United States
4024	2979 Judy Circle			New York City	10275	New York	United States
4136	2374 Rusk Terrace			Richmond	23208	Virginia	United States
4466	70771 Grim Crossing			Madison	53790	Wisconsin	United States
4593	1 Eliot Terrace			Birmingham	35210	Alabama	United States
4297	25400 Hermina Court			Loretto	55598	Minnesota	United States
4930	57 Anderson Center			Vienna	22184	Virginia	United States
4083	244 Golf Road			Hayward	94544	California	United States
4211	28 Ridge Oak Court			Alpharetta	30022	Georgia	United States
4395	89 Crownhardt Road			Fort Worth	76192	Texas	United States
4523	1 Jay Park			Tucson	85754	Arizona	United States
4855	800 Tennyson Court			Idaho Falls	83405	Idaho	United States
4530	0 Johnson Terrace			Inglewood	90398	California	United States
4057	1850 Lyons Trail			Fresno	93726	California	United States
4394	12672 Waywood Trail			Spartanburg	29319	South Carolina	United States
4529	38 Clemons Street			Charlotte	28272	North Carolina	United States
4994	54 Mayfield Crossing			Kansas City	64142	Missouri	United States
4975	089 Anniversary Terrace			New Haven	06533	Connecticut	United States
4018	44191 Cherokee Drive			Irvine	92619	California	United States
4101	59 Fuller Point			Fort Worth	76110	Texas	United States
4165	1976 Mandrake Parkway			Orlando	32868	Florida	United States
4697	5737 Cardinal Crossing			Nashville	37240	Tennessee	United States
4584	630 Birchwood Circle			Round Rock	78682	Texas	United States
4826	5 Sommers Center			Washington	20005	District of Columbia	United States
4302	2 Randy Place			Brooklyn	11225	New York	United States
4291	911 Independence Plaza			Raleigh	27626	North Carolina	United States
4591	5 Sloan Plaza			Temple	76505	Texas	United States
4388	700 Twin Pines Circle			Staten Island	10305	New York	United States
4644	7397 East Lane			Tucson	85715	Arizona	United States
4227	617 Vahlen Junction			Charlotte	28284	North Carolina	United States
4328	8351 Sommers Point			Honolulu	96815	Hawaii	United States
4864	82 Garrison Plaza			Raleigh	27626	North Carolina	United States
4272	5974 Kingsford Alley			Washington	20551	District of Columbia	United States
4319	71669 Mifflin Park			Pompano Beach	33069	Florida	United States
4191	5 Merrick Crossing			Allentown	18105	Pennsylvania	United States
4310	879 Green Center			Torrance	90505	California	United States
4206	22022 Clemons Alley			Pensacola	32526	Florida	United States
4293	485 Continental Junction			Norfolk	23520	Virginia	United States
4521	361 Maywood Drive			Bethlehem	18018	Pennsylvania	United States
4749	03916 Shopko Avenue			Anchorage	99507	Alaska	United States
4311	78 Drewry Trail			Omaha	68117	Nebraska	United States
4203	27257 Village Green Street			Atlanta	30323	Georgia	United States
4766	3 Menomonie Trail			Springfield	01105	Massachusetts	United States
4472	4993 Portage Park			Washington	20409	District of Columbia	United States
4673	65218 Beilfuss Road			Los Angeles	90101	California	United States
4209	9527 Kipling Point			Sacramento	95865	California	United States
4202	88 Annamark Plaza			Fresno	93726	California	United States
4802	3 Emmet Plaza			Spokane	99215	Washington	United States
4672	33 Roxbury Terrace			Las Vegas	89125	Nevada	United States
4890	11524 Northport Court			South Bend	46620	Indiana	United States
4847	12285 Prentice Hill			Reston	20195	Virginia	United States
4829	7 Beilfuss Avenue			Austin	78732	Texas	United States
4500	8 Forest Run Hill			Phoenix	85045	Arizona	United States
4271	0306 Valley Edge Crossing			Kansas City	64160	Missouri	United States
4440	07963 Lien Trail			Clearwater	34629	Florida	United States
4840	2418 Killdeer Street			Vienna	22184	Virginia	United States
4083	453 Daystar Point			Reston	22096	Virginia	United States
4407	0797 Ruskin Park			Houston	77288	Texas	United States
4391	5100 Hintze Trail			Clearwater	34615	Florida	United States
4600	5 Petterle Crossing			Riverside	92513	California	United States
4533	3 Barby Way			Washington	20046	District of Columbia	United States
4401	7 Erie Place			Tulsa	74193	Oklahoma	United States
4860	818 Raven Avenue			Austin	78778	Texas	United States
4571	0 Maywood Court			El Paso	88541	Texas	United States
4899	4 South Crossing			Saint Louis	63143	Missouri	United States
4212	5567 Carberry Junction			Denver	80223	Colorado	United States
4766	9503 Mosinee Trail			Oklahoma City	73179	Oklahoma	United States
4878	4 Steensland Alley			Tulsa	74193	Oklahoma	United States
4704	1 Sheridan Point			Cincinnati	45271	Ohio	United States
4084	0955 Lyons Street			Atlanta	30375	Georgia	United States
4670	8803 Northridge Alley			Shreveport	71105	Louisiana	United States
4830	55425 Cody Drive			Colorado Springs	80951	Colorado	United States
4740	2 Wayridge Park			Macon	31296	Georgia	United States
4187	10 Continental Place			Charlotte	28284	North Carolina	United States
4671	82 Kropf Court			Fairbanks	99709	Alaska	United States
4552	7 Stone Corner Trail			Hialeah	33018	Florida	United States
4143	16 Mendota Road			Salt Lake City	84140	Utah	United States
4192	99 Barby Trail			Atlanta	30386	Georgia	United States
4154	6165 Norway Maple Avenue			Jamaica	11447	New York	United States
4256	294 Jana Park			Washington	20005	District of Columbia	United States
4006	3 Mitchell Pass			Muskegon	49444	Michigan	United States
4721	3 Carpenter Hill			Carson City	89714	Nevada	United States
4314	452 Kensington Park			Saint Louis	63196	Missouri	United States
4650	3675 Hagan Court			San Diego	92186	California	United States
4931	9 Larry Crossing			Punta Gorda	33982	Florida	United States
4190	56076 Cardinal Plaza			Washington	20073	District of Columbia	United States
4956	9329 Sundown Way			Philadelphia	19136	Pennsylvania	United States
4815	05761 Elmside Park			Fresno	93704	California	United States
4519	56280 Crescent Oaks Trail			Tulsa	74108	Oklahoma	United States
4399	8110 Chinook Terrace			Atlanta	30340	Georgia	United States
4364	1373 Portage Lane			Saint Petersburg	33705	Florida	United States
4177	98 Onsgard Court			San Francisco	94132	California	United States
4493	37204 Cottonwood Junction			Washington	20414	District of Columbia	United States
4727	8195 Declaration Trail			Lancaster	93584	California	United States
4136	96882 Spaight Trail			Orlando	32859	Florida	United States
4960	0 Butterfield Avenue			Houston	77035	Texas	United States
4541	273 Fuller Crossing			Bronx	10459	New York	United States
4585	30346 Vahlen Center			Fort Worth	76192	Texas	United States
4167	841 1st Terrace			Kansas City	64144	Missouri	United States
4017	756 2nd Way			Woburn	01813	Massachusetts	United States
4248	65 Fair Oaks Drive			Sacramento	95828	California	United States
4020	39203 Rusk Lane			Shreveport	71151	Louisiana	United States
4033	4 Longview Pass			Saint Louis	63126	Missouri	United States
4776	771 Gateway Point			San Francisco	94132	California	United States
4760	1 Trailsway Parkway			Amarillo	79105	Texas	United States
4598	80 Roxbury Trail			San Jose	95123	California	United States
4076	4428 East Street			Garland	75049	Texas	United States
4847	011 Nelson Trail			El Paso	79945	Texas	United States
4121	9988 Dawn Park			Nashville	37205	Tennessee	United States
4065	25 Forest Street			Phoenix	85083	Arizona	United States
4159	97 Northridge Junction			Sacramento	94237	California	United States
4129	44 Haas Way			Fort Wayne	46896	Indiana	United States
4985	7 Dixon Terrace			Houston	77288	Texas	United States
4540	11 Jana Circle			Dallas	75226	Texas	United States
4965	1 Johnson Junction			Corpus Christi	78470	Texas	United States
4770	8338 Ohio Trail			Charleston	29416	South Carolina	United States
4028	04 Old Shore Drive			Lincoln	68505	Nebraska	United States
4933	44 Veith Circle			Clearwater	33758	Florida	United States
4635	72081 Grasskamp Way			El Paso	88589	Texas	United States
4180	4480 Jana Center			Lexington	40510	Kentucky	United States
4425	53 Jay Road			Dallas	75241	Texas	United States
4961	262 Eliot Crossing			Bakersfield	93311	California	United States
4638	1153 Steensland Terrace			Scranton	18514	Pennsylvania	United States
4722	08835 Kingsford Park			Waco	76705	Texas	United States
4910	78 Myrtle Plaza			Richmond	23228	Virginia	United States
4867	616 Garrison Lane			Albany	12247	New York	United States
4207	695 Westend Place			El Paso	88589	Texas	United States
4772	88037 East Point			Abilene	79605	Texas	United States
4591	10 Crowley Park			Albany	12247	New York	United States
4272	72 Granby Center			Monticello	55585	Minnesota	United States
4270	98 Kingsford Plaza			Memphis	38119	Tennessee	United States
4338	9 Melvin Pass			Saint Louis	63180	Missouri	United States
4065	5 Heffernan Parkway			Paterson	07522	New Jersey	United States
4475	9 Straubel Center			Saint Paul	55108	Minnesota	United States
4543	2278 Brown Road			Watertown	02472	Massachusetts	United States
4191	10 Autumn Leaf Way			Suffolk	23436	Virginia	United States
4138	5808 Clove Pass			Ogden	84403	Utah	United States
4191	534 Caliangt Road			San Antonio	78240	Texas	United States
4154	3795 Grasskamp Lane			Las Vegas	89115	Nevada	United States
4114	81 Kipling Street			Boise	83722	Idaho	United States
4637	4 Riverside Pass			Huntington	25705	West Virginia	United States
4337	281 Cody Way			New York City	10029	New York	United States
4392	47 Moulton Alley			Austin	78721	Texas	United States
4724	631 Warrior Crossing			Akron	44321	Ohio	United States
4850	44693 Corry Trail			Houston	77060	Texas	United States
4750	6020 Straubel Parkway			Aurora	80044	Colorado	United States
4837	4 Oak Park			Roanoke	24024	Virginia	United States
4843	289 Walton Way			Pasadena	91103	California	United States
4950	3 Coolidge Hill			El Paso	88563	Texas	United States
4485	62 Main Avenue			Garden Grove	92645	California	United States
4211	14479 2nd Pass			Saint Petersburg	33731	Florida	United States
4191	94329 Butterfield Junction			Saint Paul	55123	Minnesota	United States
4975	81818 Pierstorff Road			Reno	89519	Nevada	United States
4157	790 Monterey Road			Huntington	25721	West Virginia	United States
4042	320 Pond Road			North Port	34290	Florida	United States
4220	851 Farmco Way			Hamilton	45020	Ohio	United States
4816	707 Lighthouse Bay Drive			Dayton	45414	Ohio	United States
4566	90 Northland Terrace			Scottsdale	85271	Arizona	United States
4150	9729 Jana Circle			Greenville	29610	South Carolina	United States
4466	45203 Sheridan Junction			Denver	80241	Colorado	United States
4269	1320 Bellgrove Hill			Saint Petersburg	33737	Florida	United States
4398	59 Mitchell Center			Houston	77250	Texas	United States
4471	911 Caliangt Street			Canton	44720	Ohio	United States
4713	46 8th Junction			Portland	97232	Oregon	United States
4727	62927 East Park			Elizabeth	07208	New Jersey	United States
4307	70 Hooker Pass			Denver	80204	Colorado	United States
4366	6814 Mandrake Court			Wilmington	19810	Delaware	United States
4186	40284 Hansons Road			Des Moines	50335	Iowa	United States
4693	4016 David Crossing			Miami	33190	Florida	United States
4435	92 Declaration Crossing			Minneapolis	55446	Minnesota	United States
4216	34 Prairieview Parkway			Tallahassee	32399	Florida	United States
4449	0 Sommers Lane			Louisville	40225	Kentucky	United States
4337	2 Northwestern Crossing			Sarasota	34276	Florida	United States
4777	5654 Doe Crossing Drive			Merrifield	22119	Virginia	United States
4467	9 Bashford Way			Oklahoma City	73114	Oklahoma	United States
4778	94 Village Plaza			Tacoma	98481	Washington	United States
4824	77458 Cordelia Way			Fresno	93709	California	United States
4751	83 Glacier Hill Place			Miami	33124	Florida	United States
4495	7407 Talisman Circle			Norfolk	23509	Virginia	United States
4744	2980 Monterey Point			Evansville	47747	Indiana	United States
4488	7 Ilene Hill			Grand Rapids	49510	Michigan	United States
4055	49 Twin Pines Street			Decatur	62525	Illinois	United States
4954	2 6th Circle			Seattle	98185	Washington	United States
4046	28294 Hollow Ridge Alley			Tampa	33673	Florida	United States
4001	98 Rockefeller Terrace			Memphis	38161	Tennessee	United States
4625	9813 Brickson Park Street			Nashville	37228	Tennessee	United States
4393	53 Dapin Street			Fresno	93794	California	United States
4782	5 Lakeland Road			Fresno	93721	California	United States
4895	7 Farwell Trail			San Bernardino	92410	California	United States
4834	5 Roxbury Crossing			Anderson	46015	Indiana	United States
4591	7676 North Trail			Burbank	91505	California	United States
4917	74 Crowley Court			New York City	10039	New York	United States
4522	0 Hayes Terrace			San Jose	95155	California	United States
4142	389 Ridgeview Street			Hialeah	33013	Florida	United States
4693	49795 Onsgard Street			Memphis	38181	Tennessee	United States
4223	15 Chive Avenue			Evansville	47712	Indiana	United States
4003	88177 Warbler Street			Wilkes Barre	18763	Pennsylvania	United States
4089	045 Sunbrook Junction			Colorado Springs	80951	Colorado	United States
4786	4593 Clarendon Crossing			Alhambra	91841	California	United States
4753	1 Dexter Circle			Fresno	93726	California	United States
4875	4 Emmet Road			Huntington	25775	West Virginia	United States
4768	5 Mesta Trail			Washington	20215	District of Columbia	United States
4043	2 Delaware Center			Rochester	14614	New York	United States
4014	000 Onsgard Hill			Santa Clara	95054	California	United States
4752	58300 Sunbrook Place			Saint Petersburg	33715	Florida	United States
4316	2 Reinke Alley			Indianapolis	46231	Indiana	United States
4833	87 Stone Corner Point			Edmond	73034	Oklahoma	United States
4584	540 Stephen Parkway			Wilmington	19805	Delaware	United States
4754	0754 Oriole Pass			Albany	12262	New York	United States
4483	89388 Rutledge Road			Oxnard	93034	California	United States
4316	26882 Grim Circle			Philadelphia	19196	Pennsylvania	United States
4450	0 Mitchell Court			Washington	20099	District of Columbia	United States
4886	35 Annamark Lane			Tampa	33615	Florida	United States
4643	73 Red Cloud Park			Savannah	31405	Georgia	United States
4902	1 Grim Lane			Columbus	43226	Ohio	United States
4020	3 Onsgard Way			Burbank	91520	California	United States
4478	9 Memorial Road			Jersey City	07310	New Jersey	United States
4070	68 Northland Crossing			Milwaukee	53205	Wisconsin	United States
4290	97 John Wall Way			Boston	02119	Massachusetts	United States
4793	32 Miller Drive			Washington	20436	District of Columbia	United States
4906	37710 Carberry Road			Detroit	48217	Michigan	United States
4306	1 Jackson Road			Austin	78764	Texas	United States
4279	255 David Terrace			Memphis	38119	Tennessee	United States
4779	3 Monica Pass			San Jose	95128	California	United States
4794	9467 Kinsman Center			Washington	20525	District of Columbia	United States
4534	19745 Waywood Lane			Indianapolis	46231	Indiana	United States
4733	45 Alpine Street			Sterling	20167	Virginia	United States
4401	3860 Anniversary Alley			Atlanta	30368	Georgia	United States
4840	99462 Union Crossing			Rochester	14646	New York	United States
4013	265 Logan Point			Raleigh	27610	North Carolina	United States
4810	96284 Mandrake Way			Houston	77020	Texas	United States
4397	1 Nova Parkway			Rockville	20851	Maryland	United States
4546	15117 Anzinger Pass			Saint Louis	63131	Missouri	United States
4778	254 Fairview Drive			Saint Petersburg	33742	Florida	United States
4185	18944 Pepper Wood Plaza			Knoxville	37995	Tennessee	United States
4156	3082 Blue Bill Park Point			Saint Louis	63104	Missouri	United States
4995	21832 Dennis Crossing			Denver	80270	Colorado	United States
4351	238 Dakota Alley			Fort Worth	76162	Texas	United States
4458	96 Lakewood Gardens Alley			Washington	20430	District of Columbia	United States
4393	18535 Mesta Street			Houston	77281	Texas	United States
4335	5275 Elgar Center			Canton	44720	Ohio	United States
4464	3248 Anhalt Crossing			Anderson	46015	Indiana	United States
4960	36511 Merrick Way			Chicago	60636	Illinois	United States
4005	2980 Monument Place			Atlanta	30306	Georgia	United States
4168	51280 Burning Wood Circle			Glendale	91210	California	United States
4820	35 Steensland Crossing			Memphis	38161	Tennessee	United States
4713	78 Derek Way			Gulfport	39505	Mississippi	United States
4129	513 Bay Point			Kansas City	66160	Kansas	United States
4614	359 Cottonwood Street			San Francisco	94116	California	United States
4126	7306 Welch Plaza			Rochester	14646	New York	United States
4279	061 Thompson Trail			Levittown	19058	Pennsylvania	United States
4295	44 Mallard Lane			Houston	77085	Texas	United States
4223	0145 Graedel Drive			Corpus Christi	78470	Texas	United States
4949	295 Dapin Lane			Jackson	39282	Mississippi	United States
4752	56 8th Drive			Littleton	80161	Colorado	United States
4340	6 Meadow Ridge Trail			Trenton	08638	New Jersey	United States
4870	1 Riverside Road			Pompano Beach	33075	Florida	United States
4285	91731 7th Terrace			Des Moines	50936	Iowa	United States
4278	74830 Loeprich Street			Seattle	98127	Washington	United States
4992	918 Milwaukee Road			Pueblo	81010	Colorado	United States
4771	5 Forest Dale Parkway			Washington	20299	District of Columbia	United States
4178	14146 Burrows Drive			Shreveport	71151	Louisiana	United States
4029	007 Merchant Place			Oklahoma City	73152	Oklahoma	United States
4695	4535 Schmedeman Way			Washington	20535	District of Columbia	United States
4785	972 Sunfield Point			Monroe	71213	Louisiana	United States
4543	3 Moulton Park			Boise	83705	Idaho	United States
4744	0907 Almo Parkway			Raleigh	27610	North Carolina	United States
4577	53 Brown Terrace			Los Angeles	90035	California	United States
4428	5070 Macpherson Court			Fort Pierce	34981	Florida	United States
4498	823 Browning Junction			London	40745	Kentucky	United States
4181	814 Forest Run Pass			Chattanooga	37405	Tennessee	United States
4472	51 Northridge Terrace			Dallas	75265	Texas	United States
4187	04 Oakridge Park			Trenton	08638	New Jersey	United States
4668	11 Village Plaza			Beaufort	29905	South Carolina	United States
4781	7 Pearson Circle			Houston	77045	Texas	United States
4100	92518 Nobel Road			Fort Pierce	34949	Florida	United States
4442	588 Meadow Ridge Drive			Minneapolis	55480	Minnesota	United States
4220	5135 Heffernan Terrace			San Antonio	78245	Texas	United States
4639	83960 Nova Point			San Antonio	78296	Texas	United States
4319	8 Sundown Drive			Garland	75049	Texas	United States
4268	603 Canary Plaza			Sacramento	95818	California	United States
4293	0 Pennsylvania Center			Youngstown	44511	Ohio	United States
4085	47 Mcbride Way			Austin	78726	Texas	United States
4974	0 Fulton Point			Alexandria	22313	Virginia	United States
4026	4 Golf Course Road			Los Angeles	90020	California	United States
4966	655 Mcguire Drive			Hampton	23668	Virginia	United States
4080	3 Glacier Hill Junction			Los Angeles	90020	California	United States
4048	95 Golden Leaf Circle			Portsmouth	03804	New Hampshire	United States
4149	07 Grover Street			Fairfield	06825	Connecticut	United States
4435	6005 Melby Court			Amarillo	79118	Texas	United States
4844	0755 Becker Street			Camden	08104	New Jersey	United States
4700	96 Ridgeview Way			Pueblo	81010	Colorado	United States
4413	0 Duke Center			Boca Raton	33432	Florida	United States
4103	1048 Bayside Alley			Portland	97229	Oregon	United States
4111	9728 Scoville Park			Miami	33129	Florida	United States
4728	14 Springview Hill			Naples	34108	Florida	United States
4624	98061 Rigney Alley			Lake Charles	70607	Louisiana	United States
4156	90 Boyd Circle			Portland	97221	Oregon	United States
4223	4813 Bartillon Avenue			West Palm Beach	33416	Florida	United States
4501	0 Lukken Alley			Midland	79710	Texas	United States
4179	942 Utah Lane			Albuquerque	87110	New Mexico	United States
4026	46 Oakridge Junction			Johnstown	15906	Pennsylvania	United States
4808	72 Columbus Plaza			Sacramento	94291	California	United States
4302	7 Dorton Plaza			New York City	10275	New York	United States
4836	25 Arkansas Circle			Seattle	98133	Washington	United States
4448	7 Reinke Center			Inglewood	90310	California	United States
4678	4621 Huxley Junction			San Diego	92145	California	United States
4877	587 3rd Court			Santa Monica	90410	California	United States
4120	8110 Washington Court			Saginaw	48609	Michigan	United States
4417	46 Northridge Pass			Minneapolis	55448	Minnesota	United States
4253	62447 Thierer Drive			Las Vegas	89145	Nevada	United States
4770	21 Scoville Center			Corpus Christi	78410	Texas	United States
4517	0219 Meadow Vale Street			Kansas City	64149	Missouri	United States
4777	37635 Burrows Place			Mobile	36670	Alabama	United States
4688	7265 Everett Drive			Apache Junction	85219	Arizona	United States
4715	823 Columbus Court			Wilkes Barre	18768	Pennsylvania	United States
4367	48639 Fremont Parkway			Charlotte	28205	North Carolina	United States
4801	2 Sullivan Plaza			Corpus Christi	78410	Texas	United States
4103	1103 Debs Road			Honolulu	96845	Hawaii	United States
4408	038 Ramsey Park			Boise	83727	Idaho	United States
4842	72168 Lakeland Place			Fayetteville	28305	North Carolina	United States
4341	42 Kipling Avenue			Garden Grove	92844	California	United States
4480	8398 Maryland Court			Denver	80223	Colorado	United States
4775	623 Buhler Junction			Gaithersburg	20883	Maryland	United States
4443	6836 Vahlen Parkway			Irvine	92619	California	United States
4437	86 Macpherson Place			Rochester	14652	New York	United States
4124	121 Dexter Pass			Texarkana	75507	Texas	United States
4016	82894 Gateway Parkway			Dallas	75216	Texas	United States
4346	8 Helena Street			New York City	10045	New York	United States
4217	1980 Meadow Ridge Lane			Stamford	06905	Connecticut	United States
4672	9710 Tennessee Street			Panama City	32405	Florida	United States
4850	80079 Sauthoff Parkway			Fort Worth	76162	Texas	United States
4920	9520 Chinook Crossing			Buffalo	14269	New York	United States
4260	3 Clove Drive			Las Vegas	89145	Nevada	United States
4505	8 Upham Crossing			Tacoma	98424	Washington	United States
4043	779 Kropf Junction			Detroit	48232	Michigan	United States
4860	893 Old Gate Pass			Charlotte	28263	North Carolina	United States
4401	01 Prairieview Center			Las Cruces	88006	New Mexico	United States
4834	4752 Manitowish Lane			Sacramento	94291	California	United States
4820	49 Monterey Lane			New Hyde Park	11044	New York	United States
4194	034 Pleasure Hill			Springfield	62794	Illinois	United States
4647	44 Prairie Rose Lane			Denver	80223	Colorado	United States
4553	18537 Jackson Park			Birmingham	35242	Alabama	United States
4757	94 Nancy Lane			Buffalo	14263	New York	United States
4362	6 Lien Trail			Las Vegas	89166	Nevada	United States
4250	0 Summer Ridge Point			Lees Summit	64082	Missouri	United States
4290	94837 Michigan Road			Idaho Falls	83405	Idaho	United States
4915	59286 Scott Alley			Harrisburg	17140	Pennsylvania	United States
4642	89388 Saint Paul Court			Fort Worth	76198	Texas	United States
4075	4007 Portage Pass			Springfield	01114	Massachusetts	United States
4399	4126 Elgar Lane			Huntsville	35815	Alabama	United States
4054	98 Hooker Alley			Zephyrhills	33543	Florida	United States
4221	34052 Huxley Circle			Lexington	40576	Kentucky	United States
4173	31 Burning Wood Street			Corpus Christi	78405	Texas	United States
5000	10 Blaine Drive			Kansas City	64149	Missouri	United States
4293	26 Spaight Avenue			Mobile	36641	Alabama	United States
4958	3 Harbort Drive			Santa Monica	90405	California	United States
4298	13 Canary Junction			Madison	53710	Wisconsin	United States
4838	8418 Leroy Street			Tulsa	74141	Oklahoma	United States
4970	17 Ronald Regan Road			Colorado Springs	80905	Colorado	United States
4478	0 Vidon Road			Fullerton	92640	California	United States
4826	6647 Clove Road			Columbus	43220	Ohio	United States
4244	4559 Mendota Street			San Mateo	94405	California	United States
4055	81 Basil Court			Pensacola	32595	Florida	United States
4997	34 Evergreen Pass			Carson City	89714	Nevada	United States
4313	09198 Holy Cross Terrace			Corona	92883	California	United States
4444	432 Lyons Way			Lafayette	70505	Louisiana	United States
4327	6 Schurz Crossing			Memphis	38197	Tennessee	United States
4557	53307 Clarendon Trail			Daytona Beach	32128	Florida	United States
4251	7 Farmco Way			Arlington	22212	Virginia	United States
4624	0 La Follette Parkway			Portsmouth	03804	New Hampshire	United States
4729	87 Ludington Park			Dallas	75358	Texas	United States
4620	62 Gale Terrace			Pittsburgh	15235	Pennsylvania	United States
4594	3 Southridge Junction			Lexington	40591	Kentucky	United States
4099	3 Del Mar Way			Youngstown	44555	Ohio	United States
4923	2576 Petterle Parkway			Lawrenceville	30045	Georgia	United States
4825	9 Rowland Center			Grand Forks	58207	North Dakota	United States
4849	44 Jay Center			Syracuse	13251	New York	United States
4185	74966 Grayhawk Pass			Las Vegas	89135	Nevada	United States
4396	9385 Arkansas Way			Lexington	40546	Kentucky	United States
4752	3090 Ronald Regan Crossing			Houston	77095	Texas	United States
4158	57101 Morningstar Junction			Olympia	98506	Washington	United States
4950	91 Tennyson Lane			Brooksville	34605	Florida	United States
4548	26 Coleman Junction			Kansas City	64130	Missouri	United States
4024	40125 Memorial Road			Norfolk	23514	Virginia	United States
4583	06 Marquette Street			Sioux Falls	57188	South Dakota	United States
4912	76 Lunder Trail			New Orleans	70142	Louisiana	United States
4083	41621 Golf View Way			Houston	77095	Texas	United States
4504	00515 Morningstar Circle			Beaufort	29905	South Carolina	United States
4336	721 Ridgeway Plaza			Dallas	75358	Texas	United States
4222	19 Shoshone Street			Phoenix	85045	Arizona	United States
4207	0062 Laurel Trail			Birmingham	35285	Alabama	United States
4758	3047 Mandrake Park			Des Moines	50330	Iowa	United States
4375	58 Petterle Street			Grand Rapids	49510	Michigan	United States
4316	4494 Grayhawk Avenue			Madison	53710	Wisconsin	United States
4865	2 Canary Road			Greenville	29615	South Carolina	United States
4384	42 Forest Way			Baton Rouge	70820	Louisiana	United States
4215	4 Mallory Terrace			Youngstown	44511	Ohio	United States
4101	7 Bartillon Plaza			Ann Arbor	48107	Michigan	United States
4025	25690 Tomscot Junction			Topeka	66606	Kansas	United States
4482	93108 Sutherland Court			San Jose	95113	California	United States
4124	4884 Dayton Plaza			Boise	83722	Idaho	United States
4536	17913 Aberg Point			Athens	30610	Georgia	United States
5000	9395 Blaine Trail			El Paso	88589	Texas	United States
4902	34 Crowley Avenue			Tulsa	74149	Oklahoma	United States
4064	14 Bluejay Avenue			Helena	59623	Montana	United States
4637	35 Mendota Drive			Loretto	55598	Minnesota	United States
4066	31657 Schiller Road			Atlanta	30356	Georgia	United States
4618	4989 Moulton Parkway			Hartford	06152	Connecticut	United States
4634	8247 Express Crossing			Huntington	25705	West Virginia	United States
4081	0 Sauthoff Hill			Aurora	80015	Colorado	United States
4642	21790 Iowa Center			San Antonio	78260	Texas	United States
4146	598 Stang Plaza			San Diego	92170	California	United States
4202	856 Kipling Trail			Concord	94522	California	United States
4851	0888 Prairie Rose Point			Green Bay	54305	Wisconsin	United States
4446	973 Autumn Leaf Way			Flint	48555	Michigan	United States
4230	24 Atwood Trail			Pasadena	91109	California	United States
4368	35699 Kedzie Plaza			Minneapolis	55441	Minnesota	United States
4650	917 Aberg Way			Vienna	22184	Virginia	United States
4471	34 Ohio Parkway			Fort Wayne	46867	Indiana	United States
4136	9 Cody Street			Clearwater	34620	Florida	United States
4648	54 Doe Crossing Point			San Jose	95128	California	United States
